"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
4.028546233E1	2.315055847E0	-3.720839322E-1	-8.852247238E0	9.157522110E0
4.028647962E1	2.263610125E0	-3.876372576E-1	-8.474181175E0	8.779859909E0
4.028749691E1	2.227717876E0	-4.199403822E-1	-8.427521706E0	8.727095677E0
4.028851420E1	2.206182480E0	-4.378865361E-1	-8.249256134E0	8.550392536E0
4.028953150E1	2.191825628E0	-4.199403822E-1	-8.116454124E0	8.417676465E0
4.029054879E1	2.194218397E0	-4.199403822E-1	-7.850851059E0	8.162524527E0
4.029156608E1	2.213361025E0	-4.438686073E-1	-7.832904816E0	8.151710509E0
4.029258056E1	2.237289190E0	-4.725824594E-1	-7.774280548E0	8.103593965E0
4.029359222E1	2.271985054E0	-5.000999570E-1	-7.710870743E0	8.054163126E0
4.029459691E1	2.319841623E0	-5.288137794E-1	-7.643871784E0	8.005628334E0
4.029559462E1	2.376072884E0	-5.623133183E-1	-7.593622684E0	7.976529577E0
4.029659233E1	2.414358139E0	-5.862415433E-1	-7.590033531E0	7.986326651E0
4.029759004E1	2.441875458E0	-6.101697683E-1	-7.603193760E0	8.008971110E0
4.029858743E1	2.457428932E0	-6.544370055E-1	-7.865208149E0	8.266120249E0
4.029958452E1	2.444268227E0	-7.106683254E-1	-7.889136314E0	8.289630174E0
4.030058087E1	2.427518606E0	-7.633104324E-1	-7.936992645E0	8.334947009E0
4.030157785E1	2.403590441E0	-8.159525394E-1	-8.187042236E0	8.571504310E0
4.030257452E1	2.362912416E0	-8.841479421E-1	-8.232506752E0	8.610414630E0
4.030357212E1	2.327019930E0	-1.160519004E0	-8.295916557E0	8.693909226E0
4.030456957E1	2.291127682E0	-1.200000525E0	-8.660821915E0	9.038755642E0
4.030556686E1	2.249253273E0	-1.280160069E0	-8.660821915E0	9.039235937E0
4.030656389E1	2.219342947E0	-1.562513232E0	-8.665607452E0	9.080731426E0
4.030756202E1	2.206182480E0	-1.615155339E0	-8.671588898E0	9.092437622E0
4.030856024E1	2.196611166E0	-1.802991867E0	-8.701499939E0	9.153796015E0
4.030955858E1	2.195414782E0	-1.948953986E0	-8.727820396E0	9.208317793E0
4.031055613E1	2.232503414E0	-2.012363911E0	-8.746963501E0	9.248948615E0
4.031155290E1	2.286342144E0	-2.102094650E0	-8.764909744E0	9.298914192E0
4.031255389E1	2.346162558E0	-2.365305185E0	-8.762516975E0	9.374478711E0
4.031356045E1	2.654836655E0	-2.401197433E0	-8.732605934E0	9.437812945E0
4.031455842E1	2.811566591E0	-2.462214470E0	-8.660821915E0	9.432774938E0
4.031554780E1	2.959921598E0	-2.516052961E0	-8.602197647E0	9.438721456E0
4.031654066E1	3.244667530E0	-2.794816732E0	-8.244470596E0	9.290326332E0
4.031753827E1	3.306880951E0	-2.837887764E0	-8.237292290E0	9.318908351E0
4.031853551E1	3.732803345E0	-3.013760090E0	-7.960920811E0	9.294774384E0
4.031953238E1	4.001996040E0	-3.158525944E0	-7.922635555E0	9.421274467E0
4.032052905E1	4.048655987E0	-3.223132133E0	-7.500302792E0	9.112339876E0
4.032152676E1	4.364508629E0	-3.530609846E0	-7.464410305E0	9.339783866E0
4.032252446E1	4.621737003E0	-3.588037491E0	-7.040880680E0	9.154696429E0
4.032352217E1	4.692325115E0	-3.850051641E0	-7.000202656E0	9.265184826E0
4.032451957E1	4.996213913E0	-3.895515203E0	-6.650850773E0	9.185369245E0
4.032551665E1	5.029713154E0	-3.955335855E0	-6.619743824E0	9.206720612E0
4.032651316E1	5.102694511E0	-4.213760853E0	-6.247660160E0	9.100908157E0
4.032751035E1	5.379065514E0	-4.248456478E0	-6.211767673E0	9.250393823E0
4.032850764E1	5.388636589E0	-4.303491592E0	-5.912664890E0	9.083889601E0
4.032950504E1	5.410171986E0	-4.358526230E0	-5.874379635E0	9.098079353E0
4.033050243E1	5.419743061E0	-4.430311203E0	-5.531009674E0	8.921509974E0
4.033149983E1	5.429314613E0	-4.505684853E0	-5.499902725E0	8.945813722E0
4.033249780E1	5.435296535E0	-4.559523582E0	-5.297709465E0	8.854232282E0
4.033349634E1	5.426921844E0	-4.614558697E0	-5.143372059E0	8.786347865E0
4.033449379E1	5.401797295E0	-4.683950424E0	-5.089533806E0	8.776226977E0
4.033549014E1	5.369493961E0	-4.744967461E0	-5.032105923E0	8.756042007E0
4.033648566E1	5.346762180E0	-4.809573650E0	-4.627718925E0	8.551938199E0
4.033748150E1	5.297709465E0	-4.883750916E0	-4.609772682E0	8.553756646E0
4.033847879E1	5.223531723E0	-5.143372059E0	-4.342973232E0	8.520620652E0
4.033947889E1	5.143372059E0	-5.174479008E0	-4.310669899E0	8.474159788E0
4.034047743E1	4.868197441E0	-5.358726501E0	-3.884747505E0	8.216237534E0
4.034147441E1	4.814359188E0	-5.504688263E0	-3.822534084E0	8.251752183E0
4.034247108E1	4.545166492E0	-5.556134224E0	-3.443271875E0	7.961487748E0
4.034346743E1	4.510470867E0	-5.630311489E0	-3.404986620E0	7.977386088E0
4.034446420E1	4.435096741E0	-5.704489231E0	-2.870190859E0	7.774913251E0
4.034546274E1	4.068994999E0	-5.765506268E0	-2.807977438E0	7.594900929E0
4.034646045E1	4.011567116E0	-5.839683533E0	-2.262413740E0	7.437277084E0
4.034745733E1	3.713660717E0	-5.907878876E0	-2.215753794E0	7.321466629E0
4.034845441E1	3.655036688E0	-5.970092297E0	-1.596012712E0	7.179732014E0
4.034945170E1	3.363112211E0	-6.017949104E0	-1.562513232E0	7.068782269E0
4.035044889E1	3.188436270E0	-6.069394588E0	-1.103091240E0	6.944097263E0
4.035144597E1	3.034099102E0	-6.123233318E0	-1.054038405E0	6.914531119E0
4.035244222E1	2.959921598E0	-6.178267956E0	-5.527420044E-1	6.872965483E0
4.035343889E1	2.528017044E0	-6.246463299E0	-5.072783828E-1	6.757699703E0
4.035443566E1	2.464607239E0	-6.324230194E0	1.998006850E-1	6.790441569E0
4.035543254E1	2.191825628E0	-6.404389858E0	2.560320199E-1	6.773910350E0
4.035642952E1	2.140379906E0	-6.709474564E0	8.470591903E-1	7.093361991E0
4.035742774E1	1.850848317E0	-6.756134510E0	8.997012973E-1	7.062609676E0
4.035842551E1	1.811366796E0	-7.056434155E0	1.731207132E0	7.488083252E0
4.035942280E1	1.747956991E0	-7.103094101E0	1.787438512E0	7.530221503E0
4.036041972E1	1.686939955E0	-7.353144169E0	2.453839540E0	7.933210199E0
4.036141743E1	1.621137381E0	-7.408178806E0	2.724228621E0	8.057953910E0
4.036241498E1	1.551745534E0	-7.718049526E0	3.422932863E0	8.584443609E0
4.036341238E1	1.491924882E0	-7.767102242E0	3.560520172E0	8.673581785E0
4.036440868E1	1.444068432E0	-7.834101200E0	4.198207378E0	9.004633276E0
4.036540524E1	1.411765337E0	-8.128418922E0	4.253242016E0	9.281936392E0
4.036640181E1	1.398604870E0	-8.167900085E0	4.960321426E0	9.657922967E0
4.036739972E1	1.387837172E0	-8.238488197E0	5.009374142E0	9.741283749E0
4.036839811E1	1.399801254E0	-8.541180611E0	5.641079426E0	1.033116580E1
4.036939696E1	1.433300734E0	-8.584251404E0	5.712863922E0	1.041059736E1
4.037039483E1	1.488335729E0	-8.651249886E0	6.288337708E0	1.079826185E1
4.037139170E1	1.557727575E0	-8.932407379E0	6.315855503E0	1.105008812E1
4.037238837E1	1.634297848E0	-8.982656479E0	6.654439926E0	1.129781473E1
4.037338608E1	1.925025821E0	-9.247062683E0	6.673582554E0	1.156505931E1
4.037438389E1	1.947757602E0	-9.421739578E0	6.982256413E0	1.188759189E1
4.037538181E1	1.994417667E0	-9.601201057E0	6.994220734E0	1.204491126E1
4.037637842E1	2.270788670E0	-9.777072906E0	7.013363361E0	1.224479079E1
4.037737374E1	2.311466694E0	-9.927821159E0	7.028916359E0	1.238184867E1
4.037837009E1	2.372483730E0	-1.022572803E1	7.086344242E0	1.266532540E1
4.037936863E1	2.449054003E0	-1.028195858E1	7.153343201E0	1.276271353E1
4.038036639E1	2.742174864E0	-1.065763187E1	7.511070251E0	1.332369380E1
4.038136337E1	2.797209740E0	-1.071745300E1	7.529016495E0	1.339306800E1
4.038236040E1	2.863012314E0	-1.110030460E1	7.702496052E0	1.381093940E1
4.038335748E1	2.947957516E0	-1.117567825E1	7.838887215E0	1.396547137E1
4.038435410E1	3.225524902E0	-1.157169056E1	7.883154392E0	1.436844308E1
4.038535139E1	3.261417150E0	-1.162552929E1	7.942974567E0	1.445270279E1
4.038634863E1	3.512663603E0	-1.203111267E1	8.417949677E0	1.509795862E1
4.038734696E1	3.567698479E0	-1.209452248E1	8.465806961E0	1.518801613E1
4.038833592E1	3.936193228E0	-1.256351566E1	9.023334503E0	1.596108106E1
4.038931551E1	3.985246181E0	-1.262213898E1	9.072386742E0	1.604708013E1
4.039031217E1	4.316651821E0	-1.269033527E1	9.595218658E0	1.648472970E1
4.039132707E1	4.374079704E0	-1.298106289E1	9.662218094E0	1.676302555E1
4.039233316E1	4.788038254E0	-1.301097298E1	1.019342422E1	1.720803956E1
4.039333045E1	4.826323509E0	-1.306959724E1	1.025204849E1	1.729775329E1
4.039432712E1	5.097908497E0	-1.310548973E1	1.102851963E1	1.787094786E1
4.039532316E1	5.167300701E0	-1.311984634E1	1.109791183E1	1.794421945E1
4.039631962E1	5.475974560E0	-1.314736366E1	1.178704453E1	1.848712761E1
4.039731764E1	5.528616905E0	-1.318445301E1	1.184686470E1	1.856727253E1
4.039831509E1	5.854040623E0	-1.320598793E1	1.277886963E1	1.928645685E1
4.039931196E1	5.918646812E0	-1.321914864E1	1.290449238E1	1.939851010E1
4.040030926E1	6.192625046E0	-1.322871971E1	1.362114334E1	1.997205989E1
4.040130696E1	6.223731518E0	-1.324068451E1	1.368335629E1	2.003209424E1
4.040230436E1	6.272784710E0	-1.323709488E1	1.456989670E1	2.066035814E1
4.040330144E1	6.313462734E0	-1.323470211E1	1.463450336E1	2.071680092E1
4.040429790E1	6.345765591E0	-1.324188042E1	1.527099419E1	2.118535818E1
4.040529498E1	6.354140759E0	-1.326221943E1	1.530568981E1	2.122559091E1
4.040629165E1	6.340980053E0	-1.328375530E1	1.599482250E1	2.173707731E1
4.040728915E1	6.302694798E0	-1.330768299E1	1.605464363E1	2.178462693E1
4.040828571E1	6.226124287E0	-1.334716511E1	1.676052666E1	2.231203025E1
4.040928134E1	5.934200287E0	-1.340459251E1	1.682273865E1	2.231372602E1
4.041027863E1	5.881557941E0	-1.346441269E1	1.752981949E1	2.287307815E1
4.041127874E1	5.621936798E0	-1.372762394E1	1.757647896E1	2.299970532E1
4.041227670E1	5.455635548E0	-1.374796295E1	1.800718689E1	2.330298745E1
4.041327254E1	5.288137913E0	-1.379342651E1	1.804786491E1	2.332270236E1
4.041426962E1	4.924428940E0	-1.386042500E1	1.854796410E1	2.367252318E1
4.041526795E1	4.863411903E0	-1.392503166E1	1.860419655E1	2.374184937E1
4.041626530E1	4.461417675E0	-1.400040531E1	1.914377785E1	2.413296142E1
4.041726165E1	4.389633179E0	-1.405783272E1	1.917488480E1	2.417783586E1
4.041825790E1	4.000799656E0	-1.411884975E1	1.965584183E1	2.452958284E1
4.041925530E1	3.934996843E0	-1.419661713E1	1.969173431E1	2.459253013E1
4.042025285E1	3.523431301E0	-1.447298813E1	1.999083710E1	2.493021302E1
4.042125056E1	3.445664644E0	-1.451127338E1	2.000638962E1	2.495406351E1
4.042224790E1	3.096312523E0	-1.457946873E1	2.006860352E1	2.499793805E1
4.042324488E1	3.042474031E0	-1.465364552E1	2.013560295E1	2.508841329E1
4.042424155E1	2.738585472E0	-1.472782326E1	2.017269135E1	2.512660153E1
4.042523905E1	2.688336134E0	-1.499103355E1	2.021935081E1	2.531364031E1
4.042623686E1	2.408375978E0	-1.503290844E1	2.024926186E1	2.533419067E1
4.042723498E1	2.362912416E0	-1.509751415E1	2.025045776E1	2.536925951E1
4.042823259E1	2.053041935E0	-1.517887020E1	2.021815491E1	2.536507184E1
4.042922967E1	1.994417667E0	-1.526261902E1	2.017508507E1	2.537635314E1
4.043022566E1	1.666600943E0	-1.554497242E1	1.992144585E1	2.532365951E1
4.043122170E1	1.606780410E0	-1.557009697E1	1.991785622E1	2.533240334E1
4.043221910E1	1.272981644E0	-1.564547062E1	1.967019844E1	2.516580894E1
4.043321910E1	1.015753269E0	-1.596610928E1	1.967259216E1	2.535664178E1
4.043421722E1	9.667003751E-1	-1.613121414E1	1.966900253E1	2.545624167E1
4.043521347E1	6.616154313E-1	-1.627478409E1	1.966301918E1	2.553312859E1
4.043621030E1	4.067798555E-1	-1.657508278E1	1.964507484E1	2.570657123E1
4.043720769E1	3.517449200E-1	-1.664208221E1	1.962952042E1	2.573714624E1
4.043820738E1	4.187439755E-2	-1.699263000E1	1.964387703E1	2.597370079E1
4.043921051E1	-2.285145670E-1	-1.704886055E1	1.967617989E1	2.603589676E1
4.044020816E1	-4.965106845E-1	-1.735274887E1	2.009133530E1	2.655232890E1
4.044120035E1	-5.718846321E-1	-1.739103508E1	2.012244225E1	2.660240281E1
4.044219467E1	-1.040877819E0	-1.765185356E1	2.068714905E1	2.721450893E1
4.044319248E1	-1.339980721E0	-1.768295860E1	2.075534439E1	2.729957681E1
4.044419009E1	-1.564906001E0	-1.774158287E1	2.178545380E1	2.813927310E1
4.044518748E1	-1.786242127E0	-1.781695747E1	2.191945267E1	2.830365771E1
4.044618410E1	-2.158325911E0	-1.787318802E1	2.282872391E1	2.907335302E1
4.044718118E1	-2.222932339E0	-1.793301010E1	2.314697075E1	2.936522662E1
4.044817842E1	-2.639283419E0	-1.798565102E1	2.400718880E1	3.011302996E1
4.044917696E1	-2.890529871E0	-1.801316833E1	2.443191528E1	3.049176743E1
4.045017519E1	-2.943171740E0	-1.803948975E1	2.565704155E1	3.150189250E1
4.045117311E1	-3.012563705E0	-1.805863190E1	2.582334137E1	3.165493146E1
4.045217056E1	-3.091526747E0	-1.807897186E1	2.702573586E1	3.266186094E1
4.045316754E1	-3.168097258E0	-1.809811401E1	2.721476746E1	3.283629301E1
4.045416410E1	-3.215953588E0	-1.812084579E1	2.840998268E1	3.385017763E1
4.045516150E1	-3.242274761E0	-1.816271973E1	2.879522705E1	3.419885721E1
4.045615910E1	-3.253042459E0	-1.821416664E1	3.008854866E1	3.532221556E1
4.045715691E1	-3.249453068E0	-1.827039719E1	3.026322365E1	3.549970513E1
4.045815405E1	-3.231507063E0	-1.852762604E1	3.165345383E1	3.681924366E1
4.045915051E1	-3.201596737E0	-1.853719711E1	3.187479019E1	3.701189198E1
4.046014691E1	-3.183650494E0	-1.857548141E1	3.287020493E1	3.788976791E1
4.046114452E1	-3.168097258E0	-1.862214279E1	3.324587631E1	3.823753829E1
4.046214233E1	-3.165704250E0	-1.865324974E1	3.462055588E1	3.945311519E1
4.046314035E1	-3.177668571E0	-1.866999817E1	3.482753372E1	3.964370712E1
4.046413780E1	-3.203989506E0	-1.866880226E1	3.609931946E1	4.076702825E1
4.046513467E1	-3.251846075E0	-1.863649940E1	3.628595734E1	4.092144075E1
4.046613170E1	-3.315255880E0	-1.859223175E1	3.760679626E1	4.208245630E1
4.046712889E1	-3.384647608E0	-1.853121567E1	3.778147125E1	4.221731118E1
4.046812660E1	-3.455235958E0	-1.823091507E1	3.894199371E1	4.313680324E1
4.046912483E1	-3.521038532E0	-1.819622040E1	3.913461304E1	4.330147904E1
4.047012207E1	-3.720839262E0	-1.813759613E1	4.012404633E1	4.419000036E1
4.047111832E1	-3.889533281E0	-1.806940079E1	4.026641846E1	4.430593831E1
4.047211493E1	-3.934996843E0	-1.799402618E1	4.093281937E1	4.488613238E1
4.047311316E1	-3.957728624E0	-1.771885109E1	4.097708893E1	4.481900397E1
4.047411045E1	-3.982853174E0	-1.765783501E1	4.181457520E1	4.556447032E1
4.047510681E1	-4.010370731E0	-1.738265991E1	4.186841583E1	4.551048432E1
4.047610321E1	-4.053441525E0	-1.735394669E1	4.251926041E1	4.610289968E1
4.047710082E1	-4.098905087E0	-1.732283974E1	4.255276108E1	4.612612356E1
4.047809821E1	-4.145565033E0	-1.725584030E1	4.294997025E1	4.647203114E1
4.047909540E1	-4.183850288E0	-1.696271896E1	4.295954132E1	4.637629382E1
4.048008842E1	-4.217350006E0	-1.694955826E1	4.295714951E1	4.637230057E1
4.048107853E1	-4.252045631E0	-1.690529251E1	4.298107529E1	4.638147949E1
4.048207530E1	-4.277170658E0	-1.684427452E1	4.298466492E1	4.636491336E1
4.048308009E1	-4.287938118E0	-1.677847290E1	4.297389984E1	4.633205838E1
4.048408150E1	-4.299902439E0	-1.671147346E1	4.268556213E1	4.604149999E1
4.048507952E1	-4.328616142E0	-1.663251114E1	4.264608002E1	4.597896786E1
4.048607696E1	-4.362115860E0	-1.636810303E1	4.219742584E1	4.547049152E1
4.048707384E1	-4.388436794E0	-1.634776497E1	4.218905258E1	4.545793610E1
4.048807061E1	-4.435096741E0	-1.630828285E1	4.192464447E1	4.520294223E1
4.048906863E1	-4.500899315E0	-1.624606895E1	4.189832306E1	4.516262090E1
4.049006603E1	-4.570291042E0	-1.591227055E1	4.171287918E1	4.487819296E1
4.049106280E1	-4.645665169E0	-1.586561012E1	4.158605957E1	4.475153785E1
4.049206014E1	-4.929214478E0	-1.581416512E1	4.154059601E1	4.472142764E1
4.049305941E1	-4.966303349E0	-1.573759460E1	4.149154282E1	4.465293023E1
4.049405681E1	-5.030909538E0	-1.540618896E1	4.123551178E1	4.430607341E1
4.049505233E1	-5.106283665E0	-1.535713577E1	4.123551178E1	4.429766567E1
4.049604811E1	-5.367101192E0	-1.529492188E1	4.122713852E1	4.429918014E1
4.049704540E1	-5.389832973E0	-1.522194099E1	4.119483566E1	4.424672047E1
4.049804228E1	-5.432903767E0	-1.493121338E1	4.119483566E1	4.415282620E1
4.049903998E1	-5.496313572E0	-1.488933849E1	4.122594070E1	4.417555943E1
4.050003754E1	-5.566901684E0	-1.463330650E1	4.128815460E1	4.415694469E1
4.050103493E1	-5.633901119E0	-1.459023571E1	4.135395813E1	4.421273202E1
4.050203285E1	-5.686542988E0	-1.431506157E1	4.166143417E1	4.441770881E1
4.050303129E1	-5.726024628E0	-1.426600838E1	4.167938232E1	4.442383666E1
4.050402874E1	-5.751149178E0	-1.407817173E1	4.185166550E1	4.452900786E1
4.050502519E1	-5.764309883E0	-1.392862034E1	4.198925018E1	4.461312435E1
4.050602222E1	-5.759523869E0	-1.386999607E1	4.220819473E1	4.480045322E1
4.050701983E1	-5.742774487E0	-1.378624725E1	4.238645935E1	4.494053859E1
4.050802728E1	-5.690132141E0	-1.349551964E1	4.243192291E1	4.488846997E1
4.050904457E1	-5.624329567E0	-1.347039509E1	4.248336792E1	4.492127755E1
4.051006186E1	-5.431707382E0	-1.340578842E1	4.297748566E1	4.534625543E1
4.051107915E1	-5.292923450E0	-1.320598793E1	4.303132629E1	4.532227045E1
4.051209644E1	-5.252245903E0	-1.305165100E1	4.335076904E1	4.557653845E1
4.051311374E1	-5.198407173E0	-1.301456261E1	4.349433899E1	4.569638718E1
4.051413103E1	-5.132604599E0	-1.280997562E1	4.369054794E1	4.581815235E1
4.051514832E1	-5.073980331E0	-1.264487171E1	4.397050858E1	4.603307161E1
4.051616551E1	-4.999803066E0	-1.257787228E1	4.424089813E1	4.626508369E1
4.051718269E1	-4.931607246E0	-1.239721394E1	4.439403915E1	4.635560781E1
4.051819988E1	-4.845465660E0	-1.223330593E1	4.454598236E1	4.644864751E1
4.051921707E1	-4.772484779E0	-1.217228889E1	4.484508514E1	4.671212786E1
4.052023426E1	-4.697110653E0	-1.197846985E1	4.516931152E1	4.696608661E1
4.052125144E1	-4.628915310E0	-1.183131123E1	4.539423752E1	4.713855728E1
4.052226863E1	-4.543970108E0	-1.174995518E1	4.561318207E1	4.732094134E1
4.052328582E1	-4.348955154E0	-1.167218876E1	4.565385818E1	4.732259681E1
4.052430301E1	-4.201796532E0	-1.147478104E1	4.599483871E1	4.759044949E1
4.052532019E1	-4.170690060E0	-1.133719349E1	4.601158524E1	4.757092166E1
4.052633738E1	-4.098905087E0	-1.129771233E1	4.606063843E1	4.760274928E1
4.052735457E1	-4.017549038E0	-1.124865913E1	4.626403046E1	4.778110031E1
4.052837176E1	-3.933800459E0	-1.117567825E1	4.644349289E1	4.793087316E1
4.052938894E1	-3.756731510E0	-1.111705399E1	4.644468689E1	4.790418417E1
4.053040613E1	-3.627519131E0	-1.104766178E1	4.643990326E1	4.787352442E1
4.053142332E1	-3.607180119E0	-1.098903847E1	4.643631363E1	4.785500954E1
4.053243426E1	-3.554538012E0	-1.093639565E1	4.643511581E1	4.783784559E1
4.053344519E1	-3.505485058E0	-1.089093208E1	4.642315292E1	4.781223645E1
4.053444248E1	-3.469592810E0	-1.082991505E1	4.638247299E1	4.775624498E1
4.053543978E1	-3.434896946E0	-1.076770210E1	4.634658051E1	4.770479483E1
4.053643780E1	-3.364308596E0	-1.068754196E1	4.628317261E1	4.762010282E1
4.053743582E1	-3.304488182E0	-1.062652493E1	4.609892654E1	4.742313468E1
4.053843551E1	-3.235096216E0	-1.057986546E1	4.593142700E1	4.724505675E1
4.053943519E1	-3.060420275E0	-1.054397297E1	4.575675201E1	4.705551926E1
4.054042957E1	-2.915654421E0	-1.050090218E1	4.559284210E1	4.687725715E1
4.054142394E1	-2.879761934E0	-1.045783138E1	4.543132782E1	4.670829491E1
4.054242186E1	-2.810370207E0	-1.041595650E1	4.524109650E1	4.650964569E1
4.054341978E1	-2.635694027E0	-1.038245773E1	4.508197403E1	4.633709846E1
4.054441613E1	-2.490928411E0	-1.031785107E1	4.491088867E1	4.614813860E1
4.054541248E1	-2.447857618E0	-1.024965572E1	4.469075012E1	4.591634345E1
4.054640998E1	-2.376072884E0	-1.019222832E1	4.448735809E1	4.570177535E1
4.054740748E1	-2.203789711E0	-1.014915752E1	4.430191422E1	4.550298551E1
4.054840519E1	-2.063809633E0	-1.008694363E1	4.410809708E1	4.529381823E1
4.054940290E1	-2.023131609E0	-1.002712345E1	4.407698822E1	4.524839397E1
4.055039978E1	-1.934597135E0	-9.972088814E0	4.378386688E1	4.494677097E1
4.055139665E1	-1.848455548E0	-9.937392235E0	4.376233292E1	4.491447801E1
4.055239384E1	-1.557727575E0	-9.901499748E0	4.347878265E1	4.461917473E1
4.055339103E1	-1.515853167E0	-9.873982430E0	4.345964050E1	4.459297806E1
4.055438894E1	-1.246660590E0	-9.853643417E0	4.316891479E1	4.429676801E1
4.055538686E1	-1.226321578E0	-9.840482712E0	4.303012848E1	4.415802217E1
4.055638363E1	-1.148554921E0	-9.839286804E0	4.287339783E1	4.400294291E1
4.055738040E1	-9.571290612E-1	-9.840482712E0	4.285186386E1	4.397764696E1
4.055837790E1	-8.003991842E-1	-9.834501266E0	4.280281067E1	4.392537598E1
4.055937540E1	-6.364908218E-1	-9.842875481E0	4.275016785E1	4.387327397E1
4.056037248E1	-4.845465720E-1	-9.851250648E0	4.245944214E1	4.358997765E1
4.056136957E1	-4.271188378E-1	-9.863214493E0	4.243790436E1	4.357110461E1
4.056236624E1	-1.531406492E-1	-9.876375198E0	4.217469406E1	4.331594462E1
4.056336222E1	-1.172483116E-1	-9.888339996E0	4.215435791E1	4.329876333E1
4.056435941E1	8.374879509E-2	-9.901499748E0	4.208137512E1	4.323064704E1
4.056535603E1	2.404786795E-1	-9.895518303E0	4.201437759E1	4.316465032E1
4.056635415E1	3.074777126E-1	-9.896714211E0	4.194498444E1	4.309780985E1
4.056735228E1	3.912265003E-1	-9.900303841E0	4.187918091E1	4.303527469E1
4.056834874E1	6.628118753E-1	-9.887143135E0	4.179782486E1	4.295640909E1
4.056934457E1	7.010970116E-1	-9.873982430E0	4.173202515E1	4.288996373E1
4.057034217E1	8.889335990E-1	-9.864411354E0	4.154658127E1	4.271083269E1
4.057133978E1	1.031306505E0	-9.852447510E0	4.141497421E1	4.258326437E1
4.057233769E1	1.092323542E0	-9.835697174E0	4.136831284E1	4.253553122E1
4.057333561E1	1.269392371E0	-9.818947792E0	4.117210388E1	4.234578174E1
4.057433259E1	1.409372568E0	-9.803394318E0	4.097469330E1	4.215469561E1
4.057532889E1	1.454836130E0	-9.799804688E0	4.077250290E1	4.195890505E1
4.057632618E1	1.529013634E0	-9.801001549E0	4.058586121E1	4.178049358E1
4.057732347E1	1.612762451E0	-9.804591179E0	4.030470276E1	4.151144511E1
4.057832150E1	1.895115495E0	-9.802198410E0	4.000679779E1	4.123370497E1
4.057931952E1	1.919043779E0	-9.802198410E0	3.976392746E1	4.099921645E1
4.058031608E1	1.976471543E0	-9.806983948E0	3.951746750E1	4.076412162E1
4.058131202E1	2.045863390E0	-9.811769485E0	3.919563293E1	4.045681671E1
4.058230941E1	2.122433662E0	-9.827322960E0	3.887977982E1	4.015866382E1
4.058330681E1	2.295913219E0	-9.846465111E0	3.851008606E1	3.981520841E1
4.058430410E1	2.439482689E0	-9.869196892E0	3.813680649E1	3.946857145E1
4.058530082E1	2.488535643E0	-9.900303841E0	3.778506088E1	3.913974517E1
4.058629926E1	2.688336134E0	-9.936196327E0	3.735674667E1	3.874895703E1
4.058729769E1	2.834298372E0	-9.961320877E0	3.700500107E1	3.842696013E1
4.058829498E1	2.886940479E0	-9.978070259E0	3.672623825E1	3.816690828E1
4.058929160E1	2.949153900E0	-9.984052658E0	3.630151367E1	3.776478136E1
4.059028816E1	3.136990547E0	-9.972088814E0	3.589712524E1	3.738832526E1
4.059128410E1	3.273381472E0	-9.972088814E0	3.552862930E1	3.704647192E1
4.059228066E1	3.326023579E0	-9.963713646E0	3.519004440E1	3.672434135E1
4.059327665E1	3.394218922E0	-9.943374634E0	3.474976730E1	3.630341236E1
4.059427457E1	3.611965895E0	-9.927821159E0	3.434777451E1	3.593574187E1
4.059527248E1	3.780659676E0	-9.936196327E0	3.387997437E1	3.550878832E1
4.059627030E1	3.823730469E0	-9.943374634E0	3.322554016E1	3.489166280E1
4.059726811E1	3.879961967E0	-9.948160172E0	3.288934708E1	3.457931675E1
4.059826394E1	3.961317778E0	-9.955338478E0	3.249452972E1	3.421542437E1
4.059925978E1	4.039084435E0	-9.962516785E0	3.203271484E1	3.378847087E1
4.060025696E1	4.128815651E0	-9.986445427E0	3.155893707E1	3.335779849E1
4.060125358E1	4.192225456E0	-1.001755238E1	3.111626625E1	3.295676160E1
4.060225097E1	4.238885403E0	-1.004387283E1	3.059104156E1	3.247551932E1
4.060324837E1	4.271188259E0	-1.005823040E1	3.008615494E1	3.200918254E1
4.060424462E1	4.297509670E0	-1.007856941E1	2.945445061E1	3.142627581E1
4.060524024E1	4.302295208E0	-1.010249710E1	2.905125999E1	3.105713926E1
4.060623743E1	4.281956196E0	-1.012283611E1	2.850210762E1	3.054794754E1
4.060723400E1	4.242474556E0	-1.014317513E1	2.798286438E1	3.006531708E1
4.060823233E1	4.189832687E0	-1.017547798E1	2.748396111E1	2.960512064E1
4.060923066E1	4.135993958E0	-1.021017456E1	2.690250587E1	2.907058536E1
4.061022691E1	4.067798615E0	-1.025324535E1	2.637967300E1	2.859306163E1
4.061122254E1	4.004388809E0	-1.028913784E1	2.594298363E1	2.819467834E1
4.061221952E1	3.945764542E0	-1.032742214E1	2.553620338E1	2.782664890E1
4.061321582E1	3.733999729E0	-1.036451149E1	2.506601334E1	2.738011828E1
4.061421446E1	3.554538012E0	-1.041954613E1	2.454078865E1	2.689706284E1
4.061521311E1	3.498306751E0	-1.047936630E1	2.411725998E1	2.652729721E1
4.061620967E1	3.221935749E0	-1.053918743E1	2.376072884E1	2.619212814E1
4.061720566E1	3.183650494E0	-1.059422207E1	2.339941216E1	2.588253583E1
