"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.291305731E0	1.859223247E0	1.887937069E0	9.281759262E0	9.652568179E0
1.292302189E0	1.891526341E0	1.916650891E0	9.278169632E0	9.661048300E0
1.293299793E0	1.926222205E0	1.941775560E0	9.259027481E0	9.654554066E0
1.294297397E0	1.965703845E0	1.958525300E0	9.256634712E0	9.663596595E0
1.295294377E0	2.005185366E0	1.976471543E0	9.270991325E0	9.689091199E0
1.296290679E0	2.039881229E0	1.992024899E0	9.279366493E0	9.707518794E0
1.297290470E0	2.074577332E0	2.008774519E0	9.288937569E0	9.727456365E0
1.298290262E0	2.109273195E0	2.020738840E0	9.304491043E0	9.752229101E0
1.299286825E0	2.146361828E0	2.029113531E0	9.315258980E0	9.772319104E0
1.300282710E0	2.175075769E0	2.038684845E0	9.323633194E0	9.788632511E0
1.301280106E0	2.204986095E0	2.051845312E0	9.340383530E0	9.814010258E0
1.302277502E0	2.233700037E0	2.057827473E0	9.364311218E0	9.844510874E0
1.303275106E0	2.273181438E0	2.062613010E0	9.355937004E0	9.846587404E0
1.304272710E0	2.312663078E0	2.063809633E0	9.341579437E0	9.842399458E0
1.305270731E0	2.352144718E0	2.092523336E0	9.298508644E0	9.817000646E0
1.306268752E0	2.391626120E0	2.110469580E0	9.266205788E0	9.799822807E0
1.307266460E0	2.425125837E0	2.120040894E0	9.220742226E0	9.767184646E0
1.308264168E0	2.451446772E0	2.130808592E0	9.180064201E0	9.737736661E0
1.309261772E0	2.502892494E0	2.140379906E0	9.122636795E0	9.698876176E0
1.310259377E0	2.556730986E0	2.142772675E0	9.068798065E0	9.662890169E0
1.311256668E0	2.626122952E0	2.142772675E0	8.997013092E0	9.614272779E0
1.312253960E0	2.682354212E0	2.147558212E0	8.941978455E0	9.579457661E0
1.313251356E0	2.744567633E0	2.161915302E0	8.889336586E0	9.551273957E0
1.314248752E0	2.801995277E0	2.170290232E0	8.848658562E0	9.532056209E0
1.315247189E0	2.873780012E0	2.161915302E0	8.794819832E0	9.501649605E0
1.316245627E0	2.934797049E0	2.145165443E0	8.757730484E0	9.482226096E0
1.317242606E0	3.006581545E0	2.128415823E0	8.733802795E0	9.478871123E0
1.318239012E0	3.077169895E0	2.108076811E0	8.718249321E0	9.482659628E0
1.319223700E0	3.141776085E0	2.073380709E0	8.702695847E0	9.481908011E0
1.320207814E0	3.183650494E0	2.049452543E0	8.685946465E0	9.475312775E0
1.321219585E0	3.225524902E0	2.033899307E0	8.664410591E0	9.466402071E0
1.322231356E0	3.272184849E0	2.020738840E0	8.652446747E0	9.468654279E0
1.323226668E0	3.333201885E0	2.005185366E0	8.676374435E0	9.508442380E0
1.324221981E0	3.381058455E0	1.995614052E0	8.703892708E0	9.548391487E0
1.325219272E0	3.421736479E0	1.989632010E0	8.740981102E0	9.595398204E0
1.326216564E0	3.456432343E0	1.977667928E0	8.769695282E0	9.631492631E0
1.327213647E0	3.494717360E0	1.964507341E0	8.815158844E0	9.683974595E0
1.328210731E0	3.521038532E0	1.953739643E0	8.859425545E0	9.731609935E0
1.329207606E0	3.519842148E0	1.954936147E0	8.928817749E0	9.794633759E0
1.330204481E0	3.511467218E0	1.963310957E0	8.977870941E0	9.838046482E0
1.331201460E0	3.509074450E0	1.962114573E0	9.019744873E0	9.875185804E0
1.332197762E0	3.515056372E0	1.963310957E0	9.048459053E0	9.903778190E0
1.333196512E0	3.530609846E0	1.976471543E0	9.071190834E0	9.932680846E0
1.334195262E0	3.525824070E0	2.001596212E0	9.085547447E0	9.949120322E0
1.335192554E0	3.522234917E0	2.006381750E0	9.067601204E0	9.932426598E0
1.336189272E0	3.516252756E0	2.012363911E0	9.054440498E0	9.919502744E0
1.337186252E0	3.517449379E0	2.005185366E0	9.061619759E0	9.925027513E0
1.338183231E0	3.535395384E0	1.998006940E0	9.061619759E0	9.929954929E0
1.339181877E0	3.533002615E0	2.001596212E0	9.007781029E0	9.880719303E0
1.340180522E0	3.528217077E0	2.009970903E0	8.974281311E0	9.850178873E0
1.341177397E0	3.533002615E0	2.029113531E0	8.962317467E0	9.844924762E0
1.342173700E0	3.534198999E0	2.044667006E0	8.944371223E0	9.832242995E0
1.343171616E0	3.518645763E0	2.045863390E0	8.903693199E0	9.789901818E0
1.344169533E0	3.492324591E0	2.051845312E0	8.858229637E0	9.740361006E0
1.345166616E0	3.473181963E0	2.065006018E0	8.807980537E0	9.690601836E0
1.346163127E0	3.451646566E0	2.087737799E0	8.772088051E0	9.655156234E0
1.347160210E0	3.426522017E0	2.104487419E0	8.734998703E0	9.616138662E0
1.348156616E0	3.422932863E0	2.110469580E0	8.707481384E0	9.591182580E0
1.349154012E0	3.434896946E0	2.120040894E0	8.681160927E0	9.573695496E0
1.350151408E0	3.446861029E0	2.137987137E0	8.650053978E0	9.553809385E0
1.351148387E0	3.461217880E0	2.141576290E0	8.615358353E0	9.528419479E0
1.352144793E0	3.479164124E0	2.153540373E0	8.583054543E0	9.508477503E0
1.353143856E0	3.509074450E0	2.182254314E0	8.550751686E0	9.496904326E0
1.354142918E0	3.549752474E0	2.203789711E0	8.542376518E0	9.509449421E0
1.355139585E0	3.610769272E0	2.228914261E0	8.517251968E0	9.515739310E0
1.356135679E0	3.681357622E0	2.251646042E0	8.494520187E0	9.527810717E0
1.357133075E0	3.762713671E0	2.267199516E0	8.462217331E0	9.534533548E0
1.358130470E0	3.836891174E0	2.280359983E0	8.427521706E0	9.536503428E0
1.359128387E0	3.918246984E0	2.297109842E0	8.390432358E0	9.540897663E0
1.360126304E0	4.094119549E0	2.311466694E0	8.359326363E0	9.590778404E0
1.361124012E0	4.235296249E0	2.341377020E0	8.323433876E0	9.628049239E0
1.362121720E0	4.280759811E0	2.361716032E0	8.310273170E0	9.641745036E0
1.363120158E0	4.368097782E0	2.382055044E0	8.327022552E0	9.700194279E0
1.364118595E0	4.453042984E0	2.403590441E0	8.329415321E0	9.746076052E0
1.365116304E0	4.539184570E0	2.417947292E0	8.307880402E0	9.770954019E0
1.366114012E0	4.607379913E0	2.434697151E0	8.294719696E0	9.795819247E0
1.367110991E0	4.683950424E0	2.457428932E0	8.286344528E0	9.830658888E0
1.368107345E0	4.861019135E0	2.481357098E0	8.283951759E0	9.920206491E0
1.369104533E0	4.990231514E0	2.517249346E0	8.289934158E0	9.998097978E0
1.370101147E0	5.039284706E0	2.536391973E0	8.292326927E0	1.002947459E1
1.371100106E0	5.199603558E0	2.543570518E0	8.277970314E0	1.010101087E1
1.372099064E0	5.334797859E0	2.567498684E0	8.266005516E0	1.016754468E1
1.373097189E0	5.385047436E0	2.592623234E0	8.267202377E0	1.020132669E1
1.374095314E0	5.436492920E0	2.614158630E0	8.268398285E0	1.023502276E1
1.375091772E0	5.515456200E0	2.640479803E0	8.269595146E0	1.028487212E1
1.376087658E0	5.716453075E0	2.651247501E0	8.268398285E0	1.039583375E1
1.377084637E0	5.874379635E0	2.660818815E0	8.263612747E0	1.048215572E1
1.378081043E0	5.955735683E0	2.665604353E0	8.264809608E0	1.053011453E1
1.379082606E0	6.192625046E0	2.658426046E0	8.261219978E0	1.066131275E1
1.380084168E0	6.378068924E0	2.647658348E0	8.258827209E0	1.076559728E1
1.381079793E0	6.457031727E0	2.626122952E0	8.291130066E0	1.083201820E1
1.382075418E0	6.678368092E0	2.604587555E0	8.316255569E0	1.097927973E1
1.383071981E0	6.854240417E0	2.585444927E0	8.348558426E0	1.110691519E1
1.384068543E0	6.896114826E0	2.569891453E0	8.383254051E0	1.115525393E1
1.385065731E0	7.092326164E0	2.547159672E0	8.435895920E0	1.131165120E1
1.386062918E0	7.228717327E0	2.530410051E0	8.474181175E0	1.142230606E1
1.387059481E0	7.294519901E0	2.516052961E0	8.526823044E0	1.149988062E1
1.388055418E0	7.467999458E0	2.494517565E0	8.682356834E0	1.172079153E1
1.389054377E0	7.600800991E0	2.468196630E0	8.823533058E0	1.190457500E1
1.390053335E0	7.651050568E0	2.461018085E0	8.873783112E0	1.197243549E1
1.391050314E0	7.722835064E0	2.444268227E0	9.171689034E0	1.223668698E1
1.392046668E0	7.774280548E0	2.434697151E0	9.304491043E0	1.236692128E1
1.393044168E0	7.819744587E0	2.434697151E0	9.443274498E0	1.250006355E1
1.394041668E0	7.869993687E0	2.419143677E0	9.474381447E0	1.255201022E1
1.395039377E0	7.917850018E0	2.384447813E0	9.560523033E0	1.264047234E1
1.396037085E0	7.959724426E0	2.360519648E0	9.757930756E0	1.281196623E1
1.397033960E0	8.015955925E0	2.354537487E0	9.923035622E0	1.297173975E1
1.398030835E0	8.068597794E0	2.347358942E0	9.951749802E0	1.302496405E1
1.399028752E0	8.115258217E0	2.324627161E0	1.002592659E1	1.310650645E1
1.400026668E0	8.151150703E0	2.310270309E0	1.027119160E1	1.331450275E1
1.401024481E0	8.189435959E0	2.283949137E0	1.048295593E1	1.349724602E1
1.402022293E0	8.222934723E0	2.252842426E0	1.049611664E1	1.352258921E1
1.403020314E0	8.242077827E0	2.218146563E0	1.051525879E1	1.354336326E1
1.404018335E0	8.256434441E0	2.188236237E0	1.052841949E1	1.355745937E1
1.405015106E0	8.270791054E0	2.140379906E0	1.054756260E1	1.357344052E1
1.406011304E0	8.273183823E0	2.092523336E0	1.056191921E1	1.357859941E1
1.407008804E0	8.273183823E0	2.050648928E0	1.056790161E1	1.357686547E1
1.408006304E0	8.263612747E0	2.005185366E0	1.054995537E1	1.355026281E1
1.408991825E0	8.240880966E0	1.952543259E0	1.049611664E1	1.348677162E1
1.409977345E0	8.210970879E0	1.910668850E0	1.031665516E1	1.332306541E1
1.410974220E0	8.167900085E0	1.861616015E0	1.014676476E1	1.315815492E1
1.411970418E0	8.136793137E0	1.820937991E0	1.012044334E1	1.311284070E1
1.412969064E0	8.111668587E0	1.775474429E0	1.007617569E1	1.305682937E1
1.413967710E0	8.076972961E0	1.726421595E0	9.897911072E0	1.289134079E1
1.414964689E0	8.038687706E0	1.701296926E0	9.754341125E0	1.275390458E1
1.415961095E0	8.000402451E0	1.678565025E0	9.734002113E0	1.271120832E1
1.416959220E0	7.957331657E0	1.658226132E0	9.665806770E0	1.262919877E1
1.417957345E0	7.913064480E0	1.648654819E0	9.609575272E0	1.255701354E1
1.418953283E0	7.864011765E0	1.652244091E0	9.553344727E0	1.248354866E1
1.419948647E0	7.825726509E0	1.655833244E0	9.522237778E0	1.243610837E1
1.420956564E0	7.774280548E0	1.657029629E0	9.523433685E0	1.240487704E1
1.421964481E0	7.725227833E0	1.660618901E0	9.513862610E0	1.236731102E1
1.422953647E0	7.670193195E0	1.684547186E0	9.483952522E0	1.231320098E1
1.423942137E0	7.604390144E0	1.714457393E0	9.458827972E0	1.225706083E1
1.424938179E0	7.539783955E0	1.741974831E0	9.427721024E0	1.219691527E1
1.425933647E0	7.491927624E0	1.753939033E0	9.402596474E0	1.214965440E1
1.426944168E0	7.451249599E0	1.767099500E0	9.389435768E0	1.211632227E1
1.427954689E0	7.403393269E0	1.791027784E0	9.382257462E0	1.208489832E1
1.428953022E0	7.349554539E0	1.819741607E0	9.391828537E0	1.206374132E1
1.429951356E0	7.307680130E0	1.844866276E0	9.397810936E0	1.204676599E1
1.430949689E0	7.270591736E0	1.862812400E0	9.404989243E0	1.203268037E1
1.431948022E0	7.239484787E0	1.883151412E0	9.425328255E0	1.203300511E1
1.432946147E0	7.196413994E0	1.913061738E0	9.477970123E0	1.205321937E1
1.433944272E0	7.150950432E0	1.936989903E0	9.519845009E0	1.206297936E1
1.434944064E0	7.113861561E0	1.969292998E0	9.579665184E0	1.209359857E1
1.435943856E0	7.087540627E0	1.993221283E0	9.633503914E0	1.212479117E1
1.436940835E0	7.058826923E0	2.011167526E0	9.698110580E0	1.216244964E1
1.437937189E0	7.036095142E0	2.043470621E0	9.744770050E0	1.219192152E1
1.438943752E0	7.027719975E0	2.220539331E0	9.797411919E0	1.226005397E1
1.439950314E0	7.026523590E0	2.378465652E0	1.001396275E1	1.246228641E1
1.440940627E0	7.037291527E0	2.453839540E0	1.020060253E1	1.263317429E1
1.441930939E0	7.038487911E0	2.517249346E0	1.022692394E1	1.266755026E1
1.442926252E0	7.036095142E0	2.547159672E0	1.028195858E1	1.271665559E1
1.443920939E0	7.039684296E0	2.559123755E0	1.031306553E1	1.274619904E1
1.444920106E0	7.027719975E0	2.538784742E0	1.031306553E1	1.273552498E1
1.445919272E0	7.003791809E0	2.476571321E0	1.029392338E1	1.269454071E1
1.446915835E0	6.966702938E0	2.408375978E0	1.022812080E1	1.260752473E1
1.447911825E0	6.932007313E0	2.336591244E0	1.017547798E1	1.253206831E1
1.448909950E0	6.891329288E0	2.257628202E0	1.012762165E1	1.245616413E1
1.449908075E0	6.849454880E0	2.179861546E0	1.009412193E1	1.239185725E1
1.450905366E0	6.794419765E0	1.976471543E0	1.006181908E1	1.230084480E1
1.451902658E0	6.734599113E0	1.836491346E0	1.004387283E1	1.223139024E1
1.452899741E0	6.661618233E0	1.785045743E0	1.005464077E1	1.219259393E1
1.453896252E0	6.601797581E0	1.728814363E0	1.006540871E1	1.216079697E1
1.454893231E0	6.524031162E0	1.653440475E0	1.007976532E1	1.212016984E1
1.455889585E0	6.439085960E0	1.572084427E0	1.010728264E1	1.208678782E1
1.456884897E0	6.358926296E0	1.488335729E0	1.015513897E1	1.207385334E1
1.457880210E0	6.290730953E0	1.305284739E0	1.020060253E1	1.205526259E1
1.458876981E0	6.224927902E0	1.165304661E0	1.024965572E1	1.204836523E1
1.459873752E0	6.178267956E0	1.129412293E0	1.027717304E1	1.204437017E1
1.460871772E0	6.142375946E0	1.067198873E0	1.028554821E1	1.202747678E1
1.461869793E0	6.124429703E0	1.006181955E0	1.029392338E1	1.202022878E1
1.462866460E0	6.113661766E0	9.332008362E-1	1.031545830E1	1.202731906E1
1.463862554E0	6.119643688E0	8.638089895E-1	1.033101177E1	1.203852188E1
1.464861512E0	6.148357868E0	7.896314859E-1	1.034177971E1	1.205728949E1
1.465860470E0	6.192625046E0	7.334001660E-1	1.034656525E1	1.208047570E1
1.466857033E0	6.242874146E0	6.783652306E-1	1.032742214E1	1.208674088E1
1.467853595E0	6.285944939E0	6.364908218E-1	1.033340454E1	1.211187326E1
1.468851200E0	6.330212116E0	6.113662124E-1	1.039322472E1	1.218459987E1
1.469848804E0	6.361319065E0	5.934200287E-1	1.043270683E1	1.223355629E1
1.470846512E0	6.380461693E0	5.623133183E-1	1.048176003E1	1.228388297E1
1.471844220E0	6.385247231E0	5.335994363E-1	1.053081226E1	1.232696708E1
1.472841512E0	6.366104603E0	5.264210105E-1	1.060020447E1	1.237613597E1
1.473838127E0	6.339783669E0	5.359922647E-1	1.064686394E1	1.240305835E1
1.474835418E0	6.294320107E0	5.503492355E-1	1.067438221E1	1.240418419E1
1.475832085E0	6.223731518E0	5.575276613E-1	1.068395329E1	1.237709695E1
1.476829064E0	6.032305717E0	5.623133183E-1	1.068634605E1	1.228425417E1
1.477826043E0	5.879165173E0	5.682953596E-1	1.068156052E1	1.220587063E1
1.478823335E0	5.686542988E0	5.862415433E-1	1.070788097E1	1.213833453E1
1.479820627E0	5.541777134E0	5.982056856E-1	1.071027374E1	1.207390192E1
1.480819064E0	5.503491879E0	6.161518097E-1	1.066241741E1	1.201479134E1
1.481817502E0	5.447260857E0	6.305087805E-1	1.061336517E1	1.194628446E1
1.482814481E0	5.359922886E0	6.317051649E-1	1.052602673E1	1.182899249E1
1.483810887E0	5.277370453E0	6.293123364E-1	1.033579731E1	1.162219338E1
1.484807866E0	5.206781864E0	6.269195080E-1	1.018744278E1	1.145807994E1
1.485804845E0	5.143372059E0	6.221339107E-1	9.986445427E0	1.125035195E1
1.486802137E0	5.065605640E0	6.077769399E-1	9.774680138E0	1.102606571E1
1.487798804E0	4.998606682E0	6.005984545E-1	9.601201057E0	1.084111844E1
1.488796095E0	4.936393261E0	5.922235847E-1	9.445667267E0	1.067423708E1
1.489793387E0	4.878965378E0	5.874379873E-1	9.273384094E0	1.049500067E1
1.490791408E0	4.831109047E0	5.886343718E-1	9.109476089E0	1.032805208E1
1.491789429E0	4.809573650E0	6.017948985E-1	9.084351540E0	1.029658189E1
1.492786095E0	4.805984497E0	6.269195080E-1	9.022137642E0	1.024155665E1
1.493782189E0	4.797609329E0	6.604190469E-1	8.973084450E0	1.019654123E1
1.494781147E0	4.756931305E0	6.903293133E-1	8.919246674E0	1.013202404E1
1.495780106E0	4.589433670E0	7.178468108E-1	8.860622406E0	1.000444076E1
1.496776981E0	4.444668293E0	7.262216806E-1	8.810373306E0	9.894703227E0
1.497773856E0	4.406383038E0	7.322037220E-1	8.775676727E0	9.847072447E0
1.498770418E0	4.224528313E0	7.453642488E-1	8.749356270E0	9.744405701E0
1.499766304E0	4.080958843E0	7.525427341E-1	8.724231720E0	9.660888404E0
1.500764950E0	3.909872293E0	7.645068169E-1	8.689535141E0	9.559267388E0
1.501763595E0	3.753142357E0	7.872386575E-1	8.673981667E0	9.483869474E0
1.502760262E0	3.580859184E0	8.063812256E-1	8.677571297E0	9.421944958E0
1.503756929E0	3.437289715E0	8.255237937E-1	8.665607452E0	9.358910334E0
1.504754637E0	3.243471146E0	8.291130662E-1	8.623732567E0	9.250745750E0
1.505752345E0	3.093919754E0	8.291130662E-1	8.590232849E0	9.167980602E0
1.506749325E0	3.024527788E0	8.315058947E-1	8.536395073E0	9.094460470E0
1.507746304E0	2.831905603E0	8.362914920E-1	8.324629784E0	8.832810076E0
1.508743179E0	2.673979282E0	8.518448472E-1	8.133204460E0	8.603767758E0
1.509739429E0	2.635694027E0	8.578268886E-1	8.000402451E0	8.466946873E0
1.510737241E0	2.465803623E0	8.662018180E-1	7.881958008E0	8.303960208E0
1.511735054E0	2.328216314E0	8.793623447E-1	7.716853142E0	8.108248378E0
1.512731200E0	2.295913219E0	8.602197170E-1	7.551748276E0	7.939779436E0
1.513726772E0	2.258824587E0	8.267202377E-1	7.523034573E0	7.898215244E0
1.514726772E0	2.222932339E0	7.884350419E-1	7.452445984E0	7.816777414E0
1.515726772E0	2.193022013E0	7.465606928E-1	7.387839794E0	7.742536745E0
1.516722085E0	2.158325911E0	7.046862841E-1	7.331608772E0	7.675118285E0
1.517716825E0	2.137987137E0	6.675975323E-1	7.178467751E0	7.519778900E0
1.518715887E0	2.114058733E0	6.221339107E-1	7.046862602E0	7.383398097E0
1.519714950E0	2.092523336E0	5.850451589E-1	7.030112743E0	7.358221044E0
1.520713387E0	2.078166485E0	5.324030519E-1	7.060023308E0	7.378763992E0
1.521711825E0	2.067398787E0	4.977070987E-1	7.075576782E0	7.388209316E0
1.522707241E0	2.049452543E0	4.582255483E-1	7.074379921E0	7.379503889E0
1.523701981E0	2.029113531E0	4.211367965E-1	7.095915318E0	7.392338745E0
1.524700418E0	2.014756680E0	3.972085714E-1	7.170093060E0	7.458368026E0
1.525698856E0	2.001596212E0	3.684946895E-1	7.243073940E0	7.523582646E0
1.526694793E0	1.971685886E0	3.337987661E-1	7.507481098E0	7.769249596E0
1.527690106E0	1.935793519E0	3.002992272E-1	7.646264553E0	7.893214668E0
1.528692397E0	1.892722726E0	2.691925466E-1	7.797012806E0	8.027968151E0
1.529694689E0	1.846062660E0	2.213360965E-1	7.975277901E0	8.189138820E0
1.530689168E0	1.770688772E0	1.603191197E-1	8.155936241E0	8.347474883E0
1.531682970E0	1.582852125E0	1.052841991E-1	8.407182693E0	8.555537765E0
1.532680366E0	1.445264935E0	5.024927482E-2	8.658429146E0	8.778366078E0
1.533677762E0	1.423729420E0	3.589233849E-3	8.980263710E0	9.092422925E0
1.534675366E0	1.349551916E0	-5.503492057E-2	9.314062119E0	9.411486193E0
1.535672970E0	1.146162033E0	-1.124626622E-1	9.676574707E0	9.744867024E0
1.536670575E0	9.858429432E-1	-1.770688742E-1	1.005344391E1	1.010321603E1
1.537668179E0	9.511470199E-1	-2.321037948E-1	1.028195858E1	1.032846673E1
1.538664533E0	8.673982024E-1	-2.979064286E-1	1.052004433E1	1.055994605E1
1.539660262E0	7.896314859E-1	-3.744767308E-1	1.078684425E1	1.082218830E1
1.540658700E0	5.730810165E-1	-4.450650215E-1	1.102732277E1	1.105116972E1
1.541657137E0	3.924229145E-1	-6.197410822E-1	1.106201935E1	1.108631349E1
1.542646512E0	3.266202807E-1	-7.561319470E-1	1.140419292E1	1.143389840E1
1.543635314E0	1.459621787E-1	-7.752745152E-1	1.152742290E1	1.155438594E1
1.544639689E0	-1.196411322E-3	-8.087740541E-1	1.166022491E1	1.168824033E1
1.545644064E0	-3.110669367E-2	-8.638089895E-1	1.167099285E1	1.170295722E1
1.546640731E0	-1.076770201E-1	-9.188438654E-1	1.169731331E1	1.173384025E1
1.547636825E0	-1.866401732E-1	-9.750752449E-1	1.171884918E1	1.176082618E1
1.548635575E0	-2.679961324E-1	-1.048056364E0	1.174277687E1	1.179249985E1
1.549634325E0	-4.546363056E-1	-1.124626637E0	1.176431274E1	1.182668735E1
1.550632762E0	-5.910272002E-1	-1.204786181E0	1.178824043E1	1.186437674E1
1.551631200E0	-6.197410822E-1	-1.278963685E0	1.180259800E1	1.188785711E1
1.552627554E0	-6.711867452E-1	-1.372283816E0	1.180977631E1	1.190816824E1
1.553623231E0	-7.262216806E-1	-1.452443361E0	1.181336498E1	1.192445311E1
1.554624064E0	-8.003991842E-1	-1.518245935E0	1.181216908E1	1.193620743E1
1.555624897E0	-8.757730722E-1	-1.581655741E0	1.180618668E1	1.194381251E1
1.556618231E0	-9.667003751E-1	-1.647458434E0	1.177268696E1	1.192664190E1
1.557610939E0	-1.147358418E0	-1.697707653E0	1.173559856E1	1.191314049E1
1.558603856E0	-1.281356573E0	-1.744367719E0	1.168056393E1	1.187940516E1
1.559596095E0	-1.328016520E0	-1.793420553E0	1.165902805E1	1.187067480E1
1.560576616E0	-1.400997639E0	-1.837687731E0	1.165543938E1	1.188230439E1
1.561556460E0	-1.476371527E0	-1.868794441E0	1.164347458E1	1.188455156E1
1.562573647E0	-1.539781332E0	-1.893919110E0	1.160997581E1	1.186378500E1
1.563590835E0	-1.593619823E0	-1.935793519E0	1.158245754E1	1.185074864E1
1.564592189E0	-1.791027784E0	-1.987239242E0	1.156570816E1	1.187107853E1
1.565593543E0	-1.927418590E0	-2.032702923E0	1.154895878E1	1.188382398E1
1.566588543E0	-1.945364833E0	-2.065006018E0	1.152263737E1	1.186675466E1
1.567583543E0	-1.971685886E0	-2.092523336E0	1.151186943E1	1.186546826E1
1.568581668E0	-2.013560295E0	-2.139183521E0	1.152503014E1	1.189356342E1
1.569579793E0	-2.054238319E0	-2.190629244E0	1.152144146E1	1.190640016E1
1.570576772E0	-2.099701881E0	-2.236092806E0	1.147597694E1	1.187884278E1
1.571573179E0	-2.129612207E0	-2.269592285E0	1.143529987E1	1.185126071E1
1.572570575E0	-2.148754835E0	-2.294716835E0	1.137787151E1	1.180418709E1
1.573567970E0	-2.169093609E0	-2.316252232E0	1.132164001E1	1.175795578E1
1.574565158E0	-2.200200319E0	-2.324627161E0	1.129172993E1	1.173660673E1
1.575561772E0	-2.230110645E0	-2.331805706E0	1.126421261E1	1.171721797E1
1.576559064E0	-2.251646042E0	-2.346162558E0	1.122473145E1	1.168627334E1
1.577556356E0	-2.274377823E0	-2.347358942E0	1.117807102E1	1.164612211E1
1.578554168E0	-2.311466694E0	-2.340180635E0	1.090409279E1	1.138940575E1
1.579551981E0	-2.350948334E0	-2.336591244E0	1.088973618E1	1.138301237E1
1.580549272E0	-2.416750908E0	-2.338984251E0	1.083948612E1	1.134927274E1
1.581546564E0	-2.480160713E0	-2.338984251E0	1.080239773E1	1.132756996E1
1.582543856E0	-2.549552441E0	-2.348555326E0	1.076650524E1	1.131077207E1
1.583541147E0	-2.610569477E0	-2.348555326E0	1.072941685E1	1.128942740E1
1.584537814E0	-2.696711063E0	-2.323430777E0	1.067079258E1	1.124883974E1
1.585533908E0	-2.890529871E0	-2.305484533E0	1.064327526E1	1.126719708E1
1.586531825E0	-3.044866800E0	-2.281556368E0	1.065763187E1	1.131644071E1
1.587529741E0	-3.102294445E0	-2.226521492E0	1.082393360E1	1.147776840E1
1.588527033E0	-3.383451223E0	-2.161915302E0	1.097228813E1	1.168386609E1
1.589524325E0	-3.424129248E0	-2.102094650E0	1.109671497E1	1.180171794E1
1.590522450E0	-3.499503136E0	-2.031506538E0	1.123789120E1	1.194419271E1
1.591520575E0	-3.566502094E0	-1.969292998E0	1.126660538E1	1.198058633E1
1.592517866E0	-3.840480328E0	-1.885544300E0	1.133719349E1	1.211761209E1
1.593514533E0	-3.876372576E0	-1.807777524E0	1.139342499E1	1.216981745E1
1.594511616E0	-3.942175388E0	-1.730010748E0	1.144247818E1	1.222554665E1
1.595508022E0	-4.006781578E0	-1.659422517E0	1.148315620E1	1.227480583E1
1.596506772E0	-4.193421841E0	-1.600798368E0	1.154656601E1	1.238832227E1
1.597505522E0	-4.325026989E0	-1.548156261E0	1.158006477E1	1.245795113E1
1.598502606E0	-4.342973232E0	-1.493121386E0	1.157647610E1	1.245414095E1
1.599499064E0	-4.377668858E0	-1.452443361E0	1.155972576E1	1.244591644E1
1.600495835E0	-4.436293125E0	-1.416550994E0	1.151545906E1	1.242147780E1
1.601491981E0	-4.496113777E0	-1.367498159E0	1.146281719E1	1.238875572E1
1.602490522E0	-4.553541660E0	-1.322034478E0	1.139462185E1	1.234179581E1
1.603489064E0	-4.589433670E0	-1.288534999E0	1.120917797E1	1.218067710E1
1.604486877E0	-4.660022259E0	-1.250249863E0	1.105842972E1	1.206514815E1
1.605484689E0	-4.735395908E0	-1.221535921E0	1.083111191E1	1.188398542E1
1.606482085E0	-4.809573650E0	-1.182054400E0	1.059422207E1	1.169473354E1
1.607479481E0	-4.863411903E0	-1.144965649E0	1.036690426E1	1.150810261E1
1.608476147E0	-4.917250633E0	-1.118644595E0	1.011924744E1	1.130618805E1
1.609472241E0	-4.975874901E0	-1.086341500E0	9.889535904E0	1.112395565E1
1.610470575E0	-5.054837704E0	-1.048056364E0	9.689735413E0	1.097910646E1
1.611468908E0	-5.139782906E0	-9.942178130E-1	9.485149384E0	1.083392340E1
1.612465262E0	-5.227120876E0	-9.451649189E-1	9.262616158E0	1.067764897E1
1.613461616E0	-5.484349728E0	-9.008977413E-1	9.093922615E0	1.065782047E1
1.614459220E0	-5.717649937E0	-8.398807645E-1	8.931210518E0	1.063783069E1
1.615456825E0	-5.771488190E0	-7.872386575E-1	8.770891190E0	1.052892933E1
1.616454116E0	-6.065805435E0	-7.405785918E-1	8.614161491E0	1.056154489E1
1.617451408E0	-6.114858150E0	-6.987041831E-1	8.585447311E0	1.056359708E1
1.618448595E0	-6.199803352E0	-6.544370055E-1	8.300702095E0	1.038111288E1
1.619445158E0	-6.424728870E0	-6.221339107E-1	8.282755852E0	1.050086835E1
1.620442554E0	-6.613761902E0	-6.005984545E-1	8.216953278E0	1.056507862E1
1.621439950E0	-6.801598549E0	-5.742774606E-1	8.157132149E0	1.063627483E1
1.622437450E0	-6.972685337E0	-5.659025311E-1	8.128418922E0	1.072426131E1
1.623434950E0	-7.195217609E0	-5.563312769E-1	8.108079910E0	1.085456682E1
1.624432345E0	-7.386643410E0	-5.312066078E-1	8.084151268E0	1.096349320E1
1.625429741E0	-7.429714203E0	-5.084748268E-1	7.917850018E0	1.086975385E1
1.626426929E0	-7.645068169E0	-5.156532526E-1	7.764709473E0	1.090888073E1
1.627423491E0	-7.820940971E0	-5.228317380E-1	7.762316704E0	1.103150177E1
1.628424741E0	-8.005187988E0	-5.347958803E-1	7.752745152E0	1.115679608E1
1.629425991E0	-8.165507317E0	-5.467599630E-1	7.739584923E0	1.126390833E1
